State_Num,City_Num,EMPLOYER_num,OCCUPATION_num,party_label
2,2,72591,60,1
29,997,3,3,0
45,3308,1,1,0
5,43,258,454,0
6,2074,55927,21948,0
18,1322,2,2,1
5,2315,2,2,1
16,4695,96360,21,0
12,11531,506,6,1
16,5290,88,7748,1
17,127,4,29,1
47,446,3,3,1
38,118,2,2,1
16,1138,1,1,0
6,5647,1,1,0
35,681,2,2,1
5,440,1,1,0
10,58,3,1,1
7,470,1,1,0
5,1150,1,1,0
5,1261,3,3,1
12,2450,5,2,1
18,2238,3,3,1
21,130,3,2,1
42,5896,46545,201,0
14,102,2,2,1
12,950,6622,5,1
16,1134,892,14,0
22,1692,1,1,0
12,847,2,2,1
14,25,6,19,1
12,8370,1,1,0
6,841,300,4,1
5,20,272,88,0
46,1947,5,1,0
8,2413,510,12,0
32,2272,2,2,1
2,1553,2,2,1
2,1553,2,2,1
12,742,3113,5549,1
28,3100,4,52,0
20,341,2,2,1
6,19,4,365,1
12,67,1,1,0
12,263,71671,11,1
36,3184,1,1,0
4,98,593,377,1
2,2,499,529,1
41,1586,1,1,0
39,3581,3,2,1
6,19,2,2,1
14,4345,34114,38,1
12,39,1,1,0
17,3508,50046,132,0
10,3507,1,1,0
26,600,20838,7,1
40,833,1,1,0
12,8133,2,2,1
21,1958,49653,991,1
5,45,1,1,0
4,493,10907,386,0
21,135,3,2,1
22,2410,2,2,1
5,337,5,1,0
7,1993,45023,200,1
2,3664,1,1,0
8,154,1,1,0
2,2,4586,5,1
5,932,3,2,1
6,147,1,1,0
24,3783,4,352,0
12,119,62,356,1
4,6035,2,2,1
17,384,5,2,1
5,632,453,609,1
5,45,3,2,1
22,367,2,2,1
10,434,27189,238,1
4,254,1864,1696,1
40,1675,2,2,1
7,3776,1,1,0
40,1675,2,2,1
6,336,3,3,1
12,358,3,1,1
23,949,34679,14243,1
15,164,5,2,1
5,1044,2,2,1
2,2,4094,1144,1
4,277,2,2,1
28,10309,3,3,1
17,933,1,1,0
14,25,4,687,1
5,926,1,1,0
16,974,3677,75,1
40,1953,1,1,0
21,76,1,1,0
30,354,2,2,1
15,478,105807,41,1
28,3376,4,5625,1
22,2352,1,1,0
19,1295,2,2,1
3,3060,1,1,0
4,1524,1,1,0
33,2646,1,1,0
5,43,1,1,0
28,1103,1,1,0
47,2549,1,1,0
38,1835,2,2,1
5,855,1,1,0
26,726,1,1,0
12,847,1,1,0
32,2928,1,1,0
24,2953,1,1,0
21,132,2,2,1
17,5798,2911,91,1
6,6870,1,1,0
12,1067,2,2,1
38,118,2,2,1
6,19,1,1,0
36,247,5,2,1
40,1675,2,2,1
16,6307,1,1,0
12,1196,3,2,1
47,15632,1,1,0
38,12667,3,1,1
28,3058,1,1,0
20,4343,3546,180,1
13,3547,2,2,1
5,43,62651,723,0
15,164,7507,57,1
42,1624,3,2,1
16,4023,1,1,0
6,5034,1199,9,1
39,2078,4,20,0
17,2721,108,224,1
16,4695,5655,3833,0
16,5099,1,1,0
22,1308,67447,5474,1
42,1504,1,1,0
9,391,1,1,0
5,522,2,2,1
22,784,1,1,0
17,609,2,2,1
51,764,1,1,0
28,3545,91874,22141,1
27,37,3,2,1
8,10,3331,7,1
16,1742,1,1,0
5,746,9968,2379,0
40,4885,5,2,1
5,45,2,2,1
16,10590,1,1,0
28,3713,31145,13,0
4,1563,2,2,1
26,150,1,1,0
27,1455,3,3,0
18,2134,1,1,0
12,3260,3,2,1
6,1060,106306,243,1
3,142,3,3,1
39,1154,3,1,1
14,59,1,1,0
37,3616,5,18,1
6,330,1,1,0
12,2136,46391,4457,1
12,1141,2,2,1
5,45,224,524,1
20,341,36791,57,1
4,98,1148,4,1
19,585,3,2,1
21,130,27021,13,0
13,1076,24418,23833,1
42,1623,2,2,1
12,532,4,478,1
20,484,12760,12994,1
6,1332,3,3,0
12,858,2,2,1
7,1661,4,20,0
12,1192,3,2,1
6,6121,1,1,0
12,2275,1,1,0
47,1666,13045,6,1
17,512,4,6,0
23,14,4044,858,1
5,730,1,1,0
36,486,1,1,0
3,44,5,2,1
20,341,2,2,1
25,958,2,2,1
2,2,138,14,1
3,6005,704,289,1
4,326,1,1,0
2,2,2,2,1
7,576,4,6,0
20,4903,3,819,1
5,737,1,1,0
5,43,4,5,0
12,2128,1,1,0
12,193,2,2,1
20,810,2,2,1
5,2061,180,1732,0
5,376,1,1,0
17,3800,1,1,0
40,3971,2,2,1
12,1610,34951,10,1
5,2389,23296,15,1
17,2982,2398,6,1
12,137,21659,295,1
6,1597,2,2,1
12,233,1,1,0
2,815,6,19,1
5,1075,1,1,0
16,78,2,2,1
40,777,3,3,1
17,90,1,1,0
12,1192,2,2,1
40,3478,2,2,1
2,1553,2,2,1
7,5023,2,2,1
14,27,22,4,1
5,8521,2,1,1
37,2264,2,2,1
12,1604,6,19,1
16,301,5,2,1
2,590,2895,4,1
42,281,2,2,1
38,4497,1,1,0
28,1810,34176,47,1
12,211,4163,20,0
2,2411,2,2,1
42,310,1,1,0
2,2,23092,9,1
34,162,2,2,1
43,2015,3,2,1
12,364,3,2,1
3,3112,1,1,0
12,2367,2,2,1
6,402,1,1,0
27,824,2,2,1
12,1223,1,1,0
35,166,76972,4,1
12,1024,2,2,1
23,2544,5,2,1
5,43,4,432,0
12,2910,8310,1931,1
8,5971,4,4,1
17,1104,1,1,0
21,253,1,1,0
12,742,2,2,1
6,2711,1,1,0
2,2,9217,4,1
12,1877,1,1,0
7,2220,2,2,1
2,2,4,8151,1
12,358,1,1,0
50,8024,2,2,1
42,281,4,6,1
16,2900,4129,21402,0
18,4639,2,2,1
15,164,5,2,1
28,8518,2,2,1
42,2771,1,1,0
16,6807,24036,8,0
12,33,12070,11,1
16,8249,2,2,1
20,3078,6773,38,1
19,4046,2,2,1
12,193,1,1,0
2,5000,3,1,1
40,7899,1,1,0
42,281,4,4,1
44,4056,2,2,1
2,4404,4,35,1
20,3088,296,581,1
2,1990,3,2,1
6,1558,1,1,0
28,1548,1,1,0
17,1161,1,1,0
24,3335,2,2,1
6,285,2,2,1
20,594,4,35,1
21,3140,2,2,1
20,1099,2,2,1
5,897,1,1,0
28,428,2,1,1
12,4439,2,2,1
6,2115,5,1,0
22,1018,3,3,0
6,298,1,1,0
6,272,1,1,0
7,376,1,1,0
39,5821,1,1,0
10,2488,13095,9136,0
2,6309,2,2,1
40,5395,2,2,1
5,45,2,2,1
5,743,1,1,0
21,132,2,1,1
42,281,2,2,1
16,1291,29548,178,0
2,5272,3,2,1
20,105,45815,10,1
3,1306,2,2,1
2,2,183,370,1
23,2412,2,2,1
12,189,3,3,1
12,1330,30666,194,1
9,391,2,2,1
40,7683,2,2,1
43,2276,2,2,1
28,402,3,2,1
40,243,4,16,0
7,3712,2,2,1
40,777,121,7,1
5,20,12708,160,0
6,19,2,2,1
10,6243,2,2,1
27,37,2,2,1
8,10,47498,11,0
4,1290,1,1,0
28,10466,6,19,1
13,17,2,1,1
12,1660,3,2,1
4,277,3,1,1
12,2275,1,1,0
40,833,1,1,0
19,1057,2,1,1
2,15889,183461,1198,0
6,264,2,2,1
10,1967,5,1,1
6,336,20664,35,0
5,20,1512,68,0
24,3757,1,1,0
42,4558,4,7012,1
17,993,1434,409,1
16,1732,2,2,1
5,1261,3,3,1
48,493,172654,13,0
12,189,16,28,1
28,2887,2,2,1
5,1151,4,1286,0
36,4375,1,1,0
2,202,2,2,1
42,772,1,1,0
2,2,81157,4,1
2,2,10,114,1
40,877,2,2,1
7,1661,1,1,0
15,381,5,1,1
6,272,20632,4309,1
24,3335,1,1,0
24,810,2,2,1
22,56,1,1,0
2,4369,1,1,0
6,1834,2,1,1
20,106,2,2,1
47,2596,3,3,1
10,5323,3,3,0
37,3596,1,1,1
5,1110,1,1,0
24,4191,1,1,0
2,2,4386,35,1
34,162,182641,47279,0
30,701,2,2,1
25,1893,2,2,1
26,251,2,2,1
2,1631,2,2,1
6,2013,2,2,1
12,1307,2,2,1
2,2524,2,2,1
20,355,5,25,1
47,1548,1,1,0
7,514,2,1,1
11,14,1,1,0
5,20,32,3357,1
4,98,6650,451,1
50,3651,1,1,0
28,428,3,3,1
36,243,1,1,0
2,894,944,237,1
2,2,98495,466,0
21,1958,1,1,0
12,950,2467,2079,1
27,37,119864,11,0
28,3058,1,1,0
16,974,1,1,0
7,2213,1,1,0
2,18702,5,1,1
36,2843,2,2,1
10,5323,1,1,0
6,336,1,1,0
5,1150,31286,11,0
17,3677,826,7,1
48,506,1,1,0
12,188,2,2,1
47,446,43885,5,1
5,20,2,2,1
6,147,1,1,0
17,1612,3,3,1
5,1663,580,46,1
12,220,3,3,1
51,5619,1,1,0
12,193,40168,194,1
15,2622,3,3,0
7,288,5,1,0
36,781,60504,70,1
9,2984,1,1,0
19,614,1,1,0
28,428,5729,7777,0
10,1513,1319,1300,1
6,456,1,1,0
29,761,1,1,0
2,2,2,1,1
28,1993,5,2,1
21,2835,1,1,0
46,1947,2,2,1
36,1373,4,472,1
29,4204,13030,1698,0
35,3943,1,1,0
28,428,2,2,1
5,376,3,3,1
5,846,2,2,1
4,277,1,1,0
6,3541,6,19,1
5,1035,1,1,0
16,5352,1,1,0
36,5162,2965,4,1
7,470,2,2,1
12,4248,1,1,0
28,1649,790,73,0
10,668,1,1,0
2,267,3,3,0
28,243,2,2,1
19,614,1,1,0
12,4250,1,1,0
23,658,2,2,1
17,1161,4,26,0
22,3255,2,2,1
15,5333,1,1,0
20,3190,3,1,1
7,648,2,2,1
46,3133,1,1,0
37,2916,1,1,0
39,3311,4,8,0
4,98,5,2,1
6,771,5,2,1
2,2,3,1,1
12,220,2,2,1
37,4100,1,1,0
12,622,83,172,1
2,4093,102772,728,1
5,737,17995,8101,0
5,1382,1,1,0
6,2003,433,1332,1
44,7287,1,1,0
2,2,2717,4,1
4,1290,2,2,1
12,193,2,2,1
40,367,1,1,0
7,361,1,1,0
5,850,2,2,1
6,1840,1,1,0
12,4016,12021,6,1
25,1973,6,19,1
12,193,13603,35,1
8,224,1,1,0
5,20,5259,63,1
41,1019,3,2,1
21,112,2,2,1
51,634,563,2267,1
10,4088,1,361,1
5,1284,1,1,0
12,41,33912,50,0
31,347,1,1,0
42,281,4565,5,1
6,1060,1,1,0
47,6893,1,1,0
2,1089,5,2,1
5,522,2,2,1
40,4543,2,2,1
28,1903,3633,2691,1
12,3592,4,5,1
2,4025,75930,13,0
25,5659,370,186,0
17,127,117856,75,1
12,967,2,2,1
6,3266,5,1,0
12,16,2726,33,1
5,1091,9,43,0
40,1675,3,3,1
37,7158,1,1,0
40,1675,101,128,0
12,1176,29621,23,1
5,1449,22641,55,1
5,3293,1,1,0
28,2485,1,1,0
47,2025,2,2,1
5,1614,2,2,1
20,892,2,2,1
3,603,2,2,1
12,193,4,24,1
17,2671,1,1,0
12,950,2,2,1
36,243,1,1,0
24,943,74904,202,0
4,98,2,2,1
16,2891,3,2,1
42,281,17939,6,1
40,6364,3,2,1
6,147,1,1,0
18,534,468,125,1
37,2264,2,2,1
13,22,1,1,0
31,133,2,2,1
39,2405,1,1,0
39,271,1,1,0
12,189,12956,27,1
5,2007,2,2,1
17,123,1,1,0
8,7034,1,1,0
2,9010,31335,21,0
12,186,96932,4,1
40,580,1,1,0
19,1240,1,1,0
17,148,2,1,1
12,76,4665,5,0
5,432,2,2,1
37,2264,2,2,1
6,1594,3305,38,1
27,37,3,1,1
8,1040,1,1,0
23,4993,4,4452,1
12,216,2,2,1
21,130,3,3,1
12,1223,2,1,1
20,341,2,2,1
12,4769,1,1,0
7,6780,83561,635,0
12,888,5,1,0
28,428,2,2,1
7,1039,1,1,0
5,376,4,32,0
23,4438,5,1,1
37,1451,2,2,1
10,4114,5,2,1
2,4404,2,2,1
40,1675,99656,18591,1
14,27,22,4,1
6,1904,1,1,0
7,2388,1,1,0
12,954,1,1,0
5,20,30027,9,1
37,260,2,2,1
16,898,23160,13,1
12,1192,2,2,1
3,603,5,2,1
2,5301,6467,790,0
12,119,2,2,1
46,2555,1,1,0
21,1583,1,1,0
7,6854,135426,34897,1
21,130,7082,29,1
17,35,3257,73,0
12,4636,2,2,1
28,1948,2,2,1
8,6138,1,1,0
12,430,2,2,1
23,5285,2,2,1
37,2119,2,2,1
32,140,1,1,0
6,264,1,1,0
6,402,1132,11,0
26,726,1,1,0
47,1052,2,2,1
46,11291,1,1,0
35,226,3,1,1
12,954,1,1,0
2,238,14956,15984,0
26,4017,1,1,0
37,2919,2,2,1
21,3143,1,1,0
12,888,1,1,0
25,199,1,1,0
11,14,4585,2621,1
5,440,1,1,0
42,281,3,3,1
17,104,1,1,0
15,380,2,2,1
21,3143,1,1,0
20,3815,1,1,0
49,4450,1,1,0
6,3706,1,1,0
28,2778,61265,7069,0
3,54,2,2,1
17,127,1,1,0
9,1299,10808,4,1
28,5007,2,2,1
12,618,2,2,1
40,1082,2,2,1
12,2633,2,2,1
15,267,4,6617,1
41,3885,6,19,1
17,35,1,1,0
12,9833,84782,2868,1
5,376,190292,14,0
12,231,2,2,1
10,2190,5,2,1
14,25,2,2,1
4,3310,1,1,0
5,43,7812,4454,1
39,271,2,2,1
2,6706,93,24385,1
12,110,14133,12343,1
19,614,2,1,1
3,606,4,18383,0
12,189,2,2,1
43,2172,1,1,0
40,3323,12858,5009,1
6,120,437,4,1
10,1705,1,1,0
38,4744,1,1,0
31,347,1,1,0
38,797,1,1,0
50,822,1,1,0
47,446,4,23,0
14,27,3197,4,1
6,1221,140,22,1
5,376,1,1,0
2,645,2,2,1
36,1588,1,1,0
12,959,2,2,1
22,1023,1,1,0
27,37,1,1,0
12,311,4,20,0
12,1543,1,1,0
35,3943,1,1,0
42,1624,2,2,1
12,950,2,2,1
39,2824,2,2,1
25,172,2569,7883,1
37,2264,2,2,1
2,7909,1,1,0
27,824,1,1,0
2,2,4,48,1
28,8955,7527,4386,0
17,424,3,2,1
12,2882,1,1,0
36,943,1,1,0
12,12353,1258,10,1
23,2801,2,2,1
2,2,126,8930,1
27,97,1,1,0
16,4763,1083,41,0
28,3100,1,1,0
5,1066,4,31,0
12,4098,3437,23,1
31,3456,13759,127,0
6,402,4,4,0
6,264,1,1,0
21,1523,2,1,1
12,3832,31062,4160,0
12,677,2,2,1
5,872,1,1,0
37,2119,5,1,1
17,243,2,2,1
36,2117,2,1,1
36,247,5,2,1
2,1599,1,1,0
10,6478,1260,37,1
8,3253,5,2,1
23,359,5,1,1
2,5000,97418,7,0
31,4164,6016,3815,1
12,220,2,2,1
6,1205,1181,4,1
51,4303,1,1,0
12,611,1,1,0
22,4660,1,1,0
4,4873,2,2,1
27,224,1,1,0
6,1332,2,2,1
7,470,2,2,1
4,98,2,2,1
34,162,68325,5,1
32,3802,1,1,0
36,486,2,2,1
7,470,3,1,1
2,630,1,1,0
12,2508,5,25,1
48,2593,2,2,1
37,437,1,1,0
17,7768,3,2,1
28,5306,5577,12485,1
20,2888,2,2,1
3,7255,1,1,0
15,320,3372,3,0
22,2034,1,1,0
37,5120,2,2,1
20,10592,65708,6,1
19,1198,1,1,0
17,1691,9069,8,1
21,1216,3,3,1
33,678,2,2,1
17,123,1,1,0
34,813,2,2,1
20,353,2281,1897,1
35,1897,1,1,0
28,5020,1381,120,0
16,2804,1,1,0
5,481,2,2,1
20,1197,1,1,0
6,147,1,1,0
12,950,5,1,1
25,1062,21919,14,0
20,1632,2,2,1
40,2151,87,40,0
16,100,6114,38,1
48,5711,1,1,0
13,7371,1,1,0
26,1870,2,2,1
7,470,3,1,1
23,8130,1,1,0
39,1154,5,2,1
9,9805,2,2,1
40,1431,3776,40,1
6,771,14584,49,0
42,1494,6396,3382,0
6,1609,1,1,0
2,2177,2,2,1
41,2569,3,2,1
5,45,2,2,1
43,5440,1,1,0
22,894,4,274,0
51,1027,1,1,0
20,465,2,2,1
24,171,3,2,1
6,124,1865,42,0
2,228,2,2,1
22,3369,2,2,1
2,2,2,2,1
17,127,176575,49361,1
12,1446,2,2,1
2,2408,183100,29,0
44,4502,40282,10658,0
5,1035,1,1,0
20,341,8271,43,1
21,53,2163,13344,0
7,4019,106441,20,0
27,224,1,1,0
28,8804,2,2,1
28,1103,1,1,0
4,98,1,1,0
17,90,2,2,1
44,3022,1,1,0
12,193,2,2,1
38,1270,2,2,1
16,8249,2,2,1
4,1727,45459,41,0
28,1649,64,5,1
29,368,1,1,0
5,4855,1702,1592,0
2,12177,3,3,0
28,428,21454,4,1
4,6076,4,96,1
4,254,2,2,1
3,606,1,1,0
15,28,1,1,0
12,2195,1,1,0
10,2488,5,2,1
43,2172,1,1,0
12,189,5,2,1
2,886,21304,321,1
16,1986,1,1,0
37,1375,38730,11,1
17,349,3,3,0
12,5071,1,1,0
7,514,30905,39,1
3,943,2,2,1
36,2083,2,2,1
51,1902,3,2,1
12,213,139224,34592,1
2,2053,3,3,0
12,195,1,1,0
5,20,2,2,1
11,14,114971,45,1
42,5541,132,54,0
2,202,2,1,1
12,5772,1,1,0
12,216,2,2,1
19,162,1,1,0
5,1150,1,1,0
2,9017,1,1,0
12,5860,1,1,0
11,14,1,1,0
6,9965,1,1,0
2,1734,2,2,1
26,741,1,1,0
12,189,1086,11,0
12,3891,4,210,0
40,381,2,2,1
7,3921,1,1,0
3,8560,2,2,1
21,134,1,1,0
12,4057,1171,617,1
5,2939,4,904,0
7,470,80155,3333,0
22,171,55426,21,0
40,3523,1,1,0
6,1597,3,2,1
5,477,1,1,0
37,2916,102940,1519,0
15,267,1,1,0
21,130,2,2,1
38,118,3,2,1
16,243,7235,152,1
50,281,2,2,1
5,275,1,1,0
10,2922,2,2,1
5,376,3,2,1
38,797,1,1,0
4,257,9667,5309,1
4,12681,2,2,1
12,220,2,2,1
12,189,48,182,1
12,1419,2,2,1
37,2264,2,2,1
44,4419,2,2,1
15,374,1,1,0
12,1192,2,2,1
12,364,1,1,0
35,8029,1,1,0
6,402,1,1,0
21,130,22233,67,1
2,2,2,2,1
38,118,5,2,1
20,3221,2,2,1
2,2,3813,7,1
15,378,2,2,1
6,402,2,2,1
12,5426,5,2,1
33,417,1,1,0
12,4250,2,2,1
12,3302,3,1,1
48,3078,1,1,0
15,579,2,1,1
24,2477,1,1,0
7,648,1,1,0
31,347,1,1,0
2,3209,3,3,0
12,618,2166,4,1
15,9762,2,2,1
17,531,1,1,0
12,203,110189,6510,1
40,2119,1,1,0
12,2157,1,1,0
6,250,4,6,1
10,1179,766,1318,1
1,350,2,2,1
36,2843,2,2,1
2,2,1,1,1
21,3604,2,2,1
12,1192,3,1,0
12,7532,5,1,1
6,1730,2,2,1
5,376,4,20,1
27,224,866,242,0
5,1271,1,1,0
12,677,1,1,0
46,2063,71208,25153,1
28,428,5,25,1
16,898,21878,990,1
35,3252,3,2,1
42,1623,2,2,1
25,3557,4,23,1
33,417,1,1,0
1,1,306,7,1
28,3100,3,2,1
37,437,1,1,0
37,2806,1,1,0
19,585,2,2,1
2,2,3,1,1
12,2450,2,2,1
5,20,2,2,1
40,762,4,50,1
16,5139,80338,13,0
12,1496,9410,201,0
3,943,53123,28,1
20,4344,2,2,1
28,428,8836,59,1
42,5610,1,1,0
12,33,1,1,1
24,4717,2,2,1
5,2443,15162,185,1
12,216,3,3,1
10,5765,3,2,1
26,1310,1,1,0
3,3,2,2,1
40,1064,5,1,0
32,10336,4,1024,0
37,2978,3,3,1
12,1204,1,1,0
15,600,5,2,1
12,189,2,2,1
5,969,4,666,0
5,9904,3,2,1
12,1175,2,2,1
36,2864,2,2,1
5,1035,1,1,0
11,14,2,2,1
12,232,2,2,1
40,2369,1,1,0
12,628,326,7,1
37,754,2,2,1
2,894,4,24,1
5,1261,1,1,0
36,243,1,1,0
42,904,31,147,1
1,340,23306,682,0
39,1154,367,12612,1
50,2499,3,1,1
23,4755,2,2,1
10,5323,1,1,0
26,945,2743,50,0
12,189,2,2,1
15,478,1,1,0
1,360,1,1,0
23,949,559,7,1
2,2,95806,4,1
27,5559,1,1,0
12,1745,2,2,1
4,1524,2,2,1
5,43,34,126,0
4,5476,5,2,1
47,350,15281,71,0
7,1039,1,1,0
16,3150,3,2,1
10,58,4,228,1
27,37,5,2,1
25,2551,1,1,0
20,4343,2,2,1
12,847,45044,13038,1
47,1548,2,2,1
42,281,2,2,1
14,25,3,3,1
50,1128,1,1,0
12,33,2,2,1
40,1431,3495,148,0
4,98,3,2,1
39,1697,1,1,0
17,11042,1142,3734,0
10,3338,5,1,0
8,5936,614,610,1
12,235,1,1,0
5,45,738,4,1
2,2,1,1,0
24,3046,1,1,0
47,580,1,1,0
37,3272,2,2,1
17,35,2,2,1
35,3350,15520,7,1
4,28,1,1,0
10,6243,2,2,1
16,796,1,1,0
12,1141,2,2,1
12,33,2,2,1
12,950,186,7,1
2,537,3,2,1
5,1066,1,1,0
12,189,3,2,1
6,841,300,16,1
43,2730,2,2,1
19,2065,1,1,0
28,6600,86580,1837,1
16,10110,59689,4716,0
6,1354,1,1,0
37,692,3,2,1
12,3849,4,50,0
25,1893,2,2,1
5,20,85122,144,0
49,7067,1,1,0
21,3698,1,1,0
2,1734,2,2,1
5,45,17354,6,1
22,56,2,2,1
11,14,4,8,1
12,220,2,2,1
40,1953,1,1,0
12,1462,3,3,1
2,2401,1,1,1
41,3885,3,3,0
7,1993,40195,7256,0
24,2166,1,1,0
3,2912,2,1,1
29,2033,1,1,0
5,45,2737,37,1
2,11836,2152,5,0
6,333,4,4,0
12,193,2,2,1
4,277,2,2,1
5,834,4,165,0
9,63,4,12330,0
6,1609,1,1,0
5,1657,1,1,0
29,1082,32115,9,0
47,533,7484,972,1
12,1522,4,184,0
5,376,2,2,1
12,4636,3,1,1
16,100,2,2,1
37,1556,120562,62,1
28,6537,2,2,1
2,8366,6,19,1
8,6308,1,1,0
12,137,9371,4,1
2,6950,1,1,0
6,1730,1,1,0
28,2343,1,1,0
47,11871,4,1831,0
15,382,3,2,1
19,5133,2766,2866,1
2,1553,2,2,1
12,1665,2,1,1
5,1041,1,1,0
2,6953,40234,65,1
40,1023,10999,160,1
38,982,3,2,1
42,10152,1,1,0
12,430,4,6022,1
4,280,2,2,1
19,1295,1,1,0
16,100,1,1,0
29,943,1,1,0
12,1669,4,2477,1
15,3629,1,1,0
12,207,1,1,0
11,14,1614,99,1
5,376,1,1,0
5,969,1,1,0
12,1031,2,2,1
5,2380,4,8,0
4,3573,2,2,1
22,2277,7,18,0
2,5490,1,1,0
12,364,1,1,0
11,14,2,2,1
37,1391,1,1,1
12,615,2,2,1
12,4928,2,2,1
38,118,3,1,1
37,2645,1,1,0
12,3148,1068,29,1
12,193,3,3,1
12,1482,2,2,1
23,82,4,594,1
12,1031,1,1,0
3,3426,6,19,1
12,4248,5,2,1
37,2935,41,106,1
6,2355,1,1,0
50,5446,3,1,1
16,974,2,1,1
4,1290,2,2,1
18,2408,3,2,1
5,5188,3,3,0
1,656,2,2,1
28,2594,1,1,0
15,5968,3,3,1
2,2670,2,1,1
10,185,10045,486,1
3,7311,2,2,1
40,777,1,1,0
38,1773,3,2,1
12,1622,2,2,1
14,59,2,2,1
2,4156,8,1661,1
12,1192,85,110,0
2,2,2,2,1
28,2343,2,2,1
18,5396,1,1,0
7,2388,1,1,0
7,1879,1,1,0
12,1200,10003,3874,1
12,2631,2,2,1
6,2116,1,1,0
6,2355,1,1,0
37,934,5,1,0
12,99,5,2,1
48,971,1,1,0
16,5192,2,2,1
5,20,6679,311,0
12,189,2,2,1
5,45,224,524,1
12,2136,5,2,1
37,5864,1,1,0
5,2389,114577,925,0
40,1892,78,15,0
48,11194,2,1,1
19,6241,1,1,0
27,224,1,1,0
5,1263,1,1,0
2,1132,1,1,0
51,3549,192720,3753,1
12,220,1,1,0
43,12132,3,2,1
28,428,1,1,0
37,692,2,2,1
2,339,9210,12,0
16,1646,9327,9,0
32,3802,1,1,0
4,2235,3,3,1
4,98,2,1,1
44,890,1,1,0
39,1939,2,2,1
7,7093,5160,3428,0
21,1958,1,1,0
50,822,1,1,0
13,1251,1,1,0
35,676,2,2,1
5,45,4,4,1
20,351,3,1,1
12,3605,3,2,1
2,5761,168,134,1
38,2865,61498,4,0
6,333,1,1,0
43,1707,4249,258,0
2,2,3,3,1
44,890,11,14832,1
7,4474,1,1,0
23,590,2,2,1
7,470,1,1,0
40,367,2,2,1
37,2288,94054,36,1
40,4472,3,3,1
5,1101,1,1,0
51,4303,3,1,1
28,1103,1,1,0
24,1177,1,1,0
2,2,1,1,1
5,864,1,1,0
12,3605,1,1,0
12,5263,1,1,0
5,43,608,33,0
22,5572,5,2,1
12,189,7746,16,1
24,5210,1,1,0
15,221,1,1,0
17,1691,18677,8300,0
6,336,1,1,0
10,710,4,6,0
24,7954,1,1,0
2,2,1,1,0
5,413,1,1,0
27,37,1,1,0
47,10180,2,2,1
16,100,4718,692,0
20,4343,2,2,1
12,1352,41982,4,1
48,2593,169292,48410,0
36,1320,21290,296,0
27,37,1,1,0
4,2522,1,1,0
3,10565,4,163,1
24,943,2,1,1
12,1759,2,2,1
35,4722,1,1,0
15,15960,1,1,0
15,443,1,1,0
12,334,2,2,1
43,2019,1,1,0
37,949,5,1,1
16,7608,2,2,1
5,376,12085,812,0
3,2901,129907,4,0
3,44,14304,27,1
10,427,66460,21177,1
4,2377,2,2,1
43,2172,1,1,0
17,90,1,1,0
12,189,12564,16,1
5,45,2,2,1
39,7421,1,1,0
15,315,1,1,0
47,488,5,2,1
37,494,2,18,1
39,271,5,2,1
2,2,49083,3060,1
4,1656,2,2,1
22,2404,19333,10544,0
12,2635,2,2,1
12,963,2,2,1
16,905,1,1,0
38,118,10392,2133,1
17,3508,3,2,1
16,3000,3,1,1
21,112,1,1,0
12,1352,4,165,1
21,1032,1675,79,1
28,428,4,734,1
4,6557,1,1,0
7,502,1,1,0
37,1470,2,2,1
6,147,1,1,0
19,302,3,1,1
28,3380,2,2,1
22,3238,5,2,1
12,39,1,1,0
17,35,2,2,1
2,4154,1,1,0
26,96,2,2,1
3,4598,2,2,1
19,2518,51,157,0
31,3456,1,1,0
19,164,1,1,0
21,3143,1,1,0
51,2004,32206,567,0
28,428,3,3,1
42,281,2,2,1
12,1468,2,2,1
35,673,5,1,0
2,1255,1,1,0
12,220,2,2,1
12,532,2,2,1
27,37,14816,14,0
8,7034,1,1,0
10,3293,2,2,1
15,221,1,1,0
12,33,3,3,1
5,15004,1,1,0
47,4606,2,2,1
17,311,3,3,1
28,5794,2,2,1
5,20,2,2,1
6,1332,1,1,0
10,4538,1,1,0
47,3818,6084,40,0
15,6749,3,3,0
37,6739,1,1,0
12,406,2,15,0
12,547,1,1,0
2,2,2,2,1
6,203,2,2,1
6,2355,1,1,0
5,20,3552,117,0
23,311,189524,21,1
5,45,2,2,1
6,1558,1,1,0
10,6315,1659,294,1
17,128,3,2,1
12,5071,1,1,0
5,4050,1,1,0
20,243,2,2,1
6,3282,1,1,0
22,325,1,1,0
3,1005,1,1,0
12,3107,1,1,0
14,27,2,2,1
40,2369,1,1,0
40,8346,2,2,1
39,3024,3,2,1
17,127,2,2,1
28,1772,156153,112,1
1,659,2,2,1
1,349,2,2,1
7,10686,3,3,0
4,303,1,1,0
5,20,1,1,0
3,4612,2117,1865,1
12,966,5,1,0
36,1373,2852,1575,0
47,7036,1,1,0
2,2,2,2,1
12,276,5,2,1
5,3318,2,2,1
2,1356,2,14254,1
16,6545,1,1,0
6,461,1,1,0
46,1947,1,1,0
5,753,5868,60,1
47,2549,2,2,1
12,1626,2,2,1
12,189,12956,27,1
17,1823,2,2,1
7,2388,1,1,0
4,7879,1,1,0
12,3300,127,36,1
12,628,2,2,1
12,619,3,2,1
20,3185,4978,2582,0
23,3680,1118,1,1
18,534,1,1,0
32,1699,2,1,1
28,1103,1,1,0
35,681,24285,22,1
40,6364,2,2,1
