State_Num,City_Num,EMPLOYER_num,OCCUPATION_num,party_label
12,193,91,307,1
14,25,2609,38,1
2,2,2,2,1
21,3604,29237,1360,1
5,376,2,2,1
40,3625,1,1,0
40,4347,1,1,0
28,9370,2,2,1
20,61,1,1,0
6,285,51120,11,0
6,1205,1,1,0
48,1521,110,304,1
12,227,4,85,1
47,2253,36,154,0
51,1634,5,2,1
12,950,112519,28974,1
2,2,4374,1047,1
12,4026,1,1,0
5,2095,37093,547,0
12,5230,2,2,1
27,824,2,2,1
5,376,2,2,1
24,2953,4571,316,0
5,43,2,2,1
28,622,2,2,1
42,4895,5,2,1
5,20,5,1,0
1,644,8468,177,1
38,118,2,2,1
14,27,2,2,1
5,20,4,13228,1
2,537,3,2,1
6,62,2,2,1
16,10110,1,1,0
45,679,1,1,0
20,1934,2,2,1
6,287,1027,10,1
5,2105,47977,14347,0
